lsid	version
urn:lsid:globalbioticinteractions.org:dataset:globalbioticinteractions/wis-ih-wirc	hash://md5/46c676d3d504fce4db259bf5f8fb0b4a
urn:lsid:globalbioticinteractions.org:dataset:globalbioticinteractions/wood2015	hash://md5/b7b2c08c21cf8e200261a5880ed9b834
urn:lsid:globalbioticinteractions.org:dataset:globalbioticinteractions/world-spider-traits	hash://md5/442e8749b4c24119a288abaad378519f
urn:lsid:globalbioticinteractions.org:dataset:globalbioticinteractions/yale-peabody	hash://md5/d4d677726b8ccd015758335f3308f4b1
urn:lsid:globalbioticinteractions.org:dataset:globalbioticinteractions/ysu-bc	hash://md5/2212ec24d1fd838eaaa93c548ebb6728
urn:lsid:globalbioticinteractions.org:dataset:globalbioticinteractions/zander2011	hash://md5/070c8ad880c95f95e09e89cb395ba49c
urn:lsid:globalbioticinteractions.org:dataset:globalbioticinteractions/zmo-gyrodactylus	hash://md5/1ecfd307322ed8ff0d20dc42f075240d
urn:lsid:globalbioticinteractions.org:dataset:globalbioticinteractions/zover	hash://md5/bac680fbdd1ba1adfc1876e4b1f8991e
urn:lsid:globalbioticinteractions.org:dataset:GoMexSI/abascal	hash://md5/ebf0181bb0a077ca7b5d952c4915ae13
urn:lsid:globalbioticinteractions.org:dataset:GoMexSI/akin	hash://md5/16807b4a792b99bc5d18eec523dee07c
urn:lsid:globalbioticinteractions.org:dataset:GoMexSI/baremore	hash://md5/9a6006ab98103d8742d621d914ee1c3e
urn:lsid:globalbioticinteractions.org:dataset:GoMexSI/blewett	hash://md5/3ab87ca8b0359f4f22e74bb335b62c7a
urn:lsid:globalbioticinteractions.org:dataset:GoMexSI/interaction-data	hash://md5/32b0d923bca69f66072c3dcda2917c42
urn:lsid:globalbioticinteractions.org:dataset:GoMexSI/JLewis_GoMexSi	hash://md5/1f67e8e4abe6876b145acda9e7413ed5
urn:lsid:globalbioticinteractions.org:dataset:GoMexSI/simons	hash://md5/61fc9407298d73454aca0e61edb9008b
urn:lsid:globalbioticinteractions.org:dataset:GoMexSI/wrast	hash://md5/225277f39d4083275b8be4e626ba6167
urn:lsid:globalbioticinteractions.org:dataset:holmesjtg/okaloosa-county-coastal-uplands	hash://md5/05bf15dcd85360d1e8aff1387f2a667c
urn:lsid:globalbioticinteractions.org:dataset:hurlbertlab/dietdatabase	hash://md5/a83348d677fd1ba3f3582d1ad7bb6b73
urn:lsid:globalbioticinteractions.org:dataset:ibartomeus/CropPol	hash://md5/82459bdd283b7701a00d84c556386d89
urn:lsid:globalbioticinteractions.org:dataset:IracyMaia/Database-for-species-interation	hash://md5/bce99cbbbec35f809293dc625181b347
urn:lsid:globalbioticinteractions.org:dataset:ischnura/vespa-velutina-interactions	hash://md5/a2c5c743765f4fd9dd6cd1271e5d2c20
urn:lsid:globalbioticinteractions.org:dataset:jeremy-cohen/tmh-across-systems	hash://md5/8fc5bce85ff4584550de0e591e8b1f54
urn:lsid:globalbioticinteractions.org:dataset:jhammock/beaverfeast	hash://md5/901f23fb675c026b3d8019fce3471dc7
urn:lsid:globalbioticinteractions.org:dataset:jhammock/Checklist-of-Micro-Organisms-Associated-With-Tree-Seeds-in-the-World	hash://md5/e6d59da546504115f861f71e7a30ac97
urn:lsid:globalbioticinteractions.org:dataset:jhammock/Layman-and-Allgeier-Lionfish	hash://md5/6dedecca1c65bf1a74e1060657ddb879
urn:lsid:globalbioticinteractions.org:dataset:jhpoelen/animal-disease	hash://md5/e38b7f8ae9f19fc6e2fe6ae1f8ae665e
urn:lsid:globalbioticinteractions.org:dataset:jhpoelen/geosymbio	hash://md5/a3e81714602eb66e851affe00ab40af8
urn:lsid:globalbioticinteractions.org:dataset:jhpoelen/Gippet2023_GiantLandSnails	hash://md5/65a3804d52e605937c5568270dd7e63c
urn:lsid:globalbioticinteractions.org:dataset:jhpoelen/JLewis_GoMexSi	hash://md5/a87990bbb1a5d0dfa107f63680cba83e
urn:lsid:globalbioticinteractions.org:dataset:jhpoelen/Lice	hash://md5/60c6581c6ab624daefb6905187f75300
urn:lsid:globalbioticinteractions.org:dataset:jhpoelen/PIDA	hash://md5/a422881718dcf7ff4e88caea1f4dd997
urn:lsid:globalbioticinteractions.org:dataset:jhpoelen/taxonomy-darwin-core	hash://md5/f7774d4049a367738988cff6a093af82
urn:lsid:globalbioticinteractions.org:dataset:jhpoelen/uredinales-belgium-checklist	hash://md5/7e9407bf37a178e0d0f0b5ca0e0aa3df
urn:lsid:globalbioticinteractions.org:dataset:JohnLlewelyn/random-forests-for-predicting-predator-prey-interactions-in-terrestrial-vertebrates	hash://md5/88d1dc105186241ec0eb0c8f35e4e533
urn:lsid:globalbioticinteractions.org:dataset:JoseBSL/EuPPollNet	hash://md5/1d657817b5537587ce94beeea1af48ef
urn:lsid:globalbioticinteractions.org:dataset:KatjaSchulz/dinosaur-biotic-interactions	hash://md5/64851fdb49250b6ccd849ceab61ae379
urn:lsid:globalbioticinteractions.org:dataset:kbseah/ppsdb-globi-export	hash://md5/3423e8fadef5e324d41cfc91a3d26155
urn:lsid:globalbioticinteractions.org:dataset:LauraAbr/Amur-river-clam	hash://md5/9963d0419ea9b56500f28e617098e240
urn:lsid:globalbioticinteractions.org:dataset:LauraAbr/Jumping-Worm	hash://md5/9596faa3d2d7d270261ea8e9e82c17ff
urn:lsid:globalbioticinteractions.org:dataset:LauraAbr/Procambarus-acutus	hash://md5/37139574b6ac9863ceccba613c1fe9d6
urn:lsid:globalbioticinteractions.org:dataset:liampshaw/Pathogen-host-range	hash://md5/1443140eeaa324df7ed80073fbdaab65
urn:lsid:globalbioticinteractions.org:dataset:mammalbase/database	hash://md5/b42aa64d5bac6923a433de0b75dfeaf5
urn:lsid:globalbioticinteractions.org:dataset:MariaFaticov/Insetbugs	hash://md5/e79ec59d5fc9cac30cd5629d1c772060
urn:lsid:globalbioticinteractions.org:dataset:mdrishti/pushPullIntxn	hash://md5/464c60f3eb5f93dda405946f13af5353
urn:lsid:globalbioticinteractions.org:dataset:millerse/Adams-et-al.-2016	hash://md5/625d5b4a70506742ded3c801c71d50a9
urn:lsid:globalbioticinteractions.org:dataset:millerse/A-Host-parasite-Catalog-of-North-American-Tachinidae-Diptera-	hash://md5/fa6f287a08400eb37c6e80da2557f396
urn:lsid:globalbioticinteractions.org:dataset:millerse/Aluja-et-al-New-Host-Plant-and-Distribution-Records-in-Mexico	hash://md5/d9ff1ce266ee46337813f4c32fa5a01b
urn:lsid:globalbioticinteractions.org:dataset:millerse/Amphibians-and-Reptiles-Predators-and-Prey.-Amphibians-and-Birds	hash://md5/381b8fed27d0b91e849966c796391dbe
urn:lsid:globalbioticinteractions.org:dataset:millerse/Anemonefish	hash://md5/ae067ec6fd9a5543bcb1350abaa05b0f
urn:lsid:globalbioticinteractions.org:dataset:millerse/Ant-Plant-Interactions	hash://md5/056cd43863bf53c3d7a04637a451a0b7
urn:lsid:globalbioticinteractions.org:dataset:millerse/Arctic-food-web	hash://md5/d5cbeb066d277fc3238f365b9870921b
urn:lsid:globalbioticinteractions.org:dataset:millerse/Arctos	hash://md5/ecf81195c9868fbd7f03e4ed52b82aaa
urn:lsid:globalbioticinteractions.org:dataset:millerse/Bald-Eagle-Diet	hash://md5/c414d766af55585454d6c26c331c064b
urn:lsid:globalbioticinteractions.org:dataset:millerse/Bascompte-J.-Meli-n-C.J.-and-Sala-E.-2005	hash://md5/ef51859a71560d8629dd4e570fc874f6
urn:lsid:globalbioticinteractions.org:dataset:millerse/Bat-flies	hash://md5/db410f1d3a163dc3915d9a6f708a3139
urn:lsid:globalbioticinteractions.org:dataset:millerse/Benesh-et-al-2017	hash://md5/5e40fde760389ab7823174bc09ad065d
urn:lsid:globalbioticinteractions.org:dataset:millerse/BHL-Interactions	hash://md5/c36b71954f673ee56cd9c0ef2dabf695
urn:lsid:globalbioticinteractions.org:dataset:millerse/Biological-Station-Arthropod-Collection	hash://md5/029b646be3ff86d2c249de52963a8dc6
urn:lsid:globalbioticinteractions.org:dataset:millerse/Bird-Parasite	hash://md5/a2b2b2d161bf12176b5eb59628dae75a
urn:lsid:globalbioticinteractions.org:dataset:millerse/Birds-Consumed-by-the-Invasive-Burmese-Python-Python-molurus-bivittatus-	hash://md5/12f5b7ea17b46a3356336e1fb985c57b
urn:lsid:globalbioticinteractions.org:dataset:millerse/Buprestidae-of-North-America	hash://md5/1e394ffc7de4514289e3df918af743cc
urn:lsid:globalbioticinteractions.org:dataset:millerse/Canadian-freshwater-fish-and-their-metazoan-parasites	hash://md5/ea210b76554e8d6ea4226ce33f504ede
urn:lsid:globalbioticinteractions.org:dataset:millerse/Carpinteria-Salt-Marsh-Web	hash://md5/7b52066275bd10c2ff9c120c1e56ddfd
urn:lsid:globalbioticinteractions.org:dataset:millerse/Checklist-of-Micro-Organisms-Associated-With-Tree-Seeds-in-the-World	hash://md5/b15386ed9795466cab74547c463141b6
urn:lsid:globalbioticinteractions.org:dataset:millerse/Clements-R.-E.-and-F.-L.-Long	hash://md5/ebce322835c0ca9e497cfeb45c04905a
urn:lsid:globalbioticinteractions.org:dataset:millerse/Coccidae-of-Egypt	hash://md5/55209247afff6c14b578795484559b63
urn:lsid:globalbioticinteractions.org:dataset:millerse/Dapstrom-integrated-database-and-portal-for-fish-stomach-records	hash://md5/569ae0feab6ee2248e67be6f5ca94786
urn:lsid:globalbioticinteractions.org:dataset:millerse/Diseases-of-Coffee-in-Porto-Rico	hash://md5/e09c27df16f186ccf114d9e76f01500f
urn:lsid:globalbioticinteractions.org:dataset:millerse/Ecological-Database-of-the-World-s-Insect-Pathogens	hash://md5/1472090a8488225d933cc4be1c142996
urn:lsid:globalbioticinteractions.org:dataset:millerse/Feeding-Niches-of-Hummingbirds-in-a-Trinidad-Valley	hash://md5/97d44429f37e867a36b52741282c7281
urn:lsid:globalbioticinteractions.org:dataset:millerse/Fishes-of-Basrah-Province-Iraq	hash://md5/7c7e2dbbfc32acf5fe8376f1320e5a25
urn:lsid:globalbioticinteractions.org:dataset:millerse/Flea-Collection	hash://md5/250d1b6684e02b3d051f7ee78172ba4e
urn:lsid:globalbioticinteractions.org:dataset:millerse/Flowers-and-insects-lists-of-visitors-to-four-hundred-and-fifty-three-flowers	hash://md5/e1cb61b05564d603b65d80e6e65812b2
urn:lsid:globalbioticinteractions.org:dataset:millerse/Fly-parasites	hash://md5/2712fc05ff0dea556eaefe41ae35bb8d
urn:lsid:globalbioticinteractions.org:dataset:millerse/Fossil-snake	hash://md5/343015de47e49e4652ef66cf6c510b53
urn:lsid:globalbioticinteractions.org:dataset:millerse/grazers-of-North-American-aquatic-plants	hash://md5/aebae3537fbc829b73d70b1773c50419
urn:lsid:globalbioticinteractions.org:dataset:millerse/Greystock-et-al.-2015	hash://md5/22091b30e924e291874c5c072eaf6b70
urn:lsid:globalbioticinteractions.org:dataset:millerse/Host-plant-and-distribution-records	hash://md5/d8663dbf9e18c6fab7b0c821bce8db0f
urn:lsid:globalbioticinteractions.org:dataset:millerse/Hummingbird-and-Flower-Interactions	hash://md5/aac0c9351bb88a49dc7da7d9898d348b
urn:lsid:globalbioticinteractions.org:dataset:millerse/Insect-Herbivores-on-Goldenrods-Solidago-altissima	hash://md5/9c7d848e4166537398c3006bdddc2762
urn:lsid:globalbioticinteractions.org:dataset:millerse/Interaction-data-by-SEM	hash://md5/22cb484c60b78dd3ece2c2c5b0a4fb5b
urn:lsid:globalbioticinteractions.org:dataset:millerse/Jstor-Collecton	hash://md5/6d1284659b27f775206433bb834081f8
urn:lsid:globalbioticinteractions.org:dataset:millerse/Lara-C.-2006	hash://md5/0cfd1034eaced55900f638bd93983c59
urn:lsid:globalbioticinteractions.org:dataset:millerse/Lice	hash://md5/99a6d62442ce3b6d355e1e68ec9facf0
urn:lsid:globalbioticinteractions.org:dataset:millerse/Lichenous	hash://md5/ac0745f30379c66f50b2eb3e57988845
urn:lsid:globalbioticinteractions.org:dataset:millerse/parasitic-plant-connection	hash://md5/2a2b87d841c2b07dae7480aa0d58a673
urn:lsid:globalbioticinteractions.org:dataset:millerse/Plant-ant-webs	hash://md5/c938260fb7a95f0e0a4a4d13ae8afff9
urn:lsid:globalbioticinteractions.org:dataset:millerse/Plant-Disease-Survey	hash://md5/decf537622bc4217e4210de20aab7218
urn:lsid:globalbioticinteractions.org:dataset:millerse/Plant-Herbivore-Web	hash://md5/4215a8924c3749e4eab55aab7c5b8fa9
urn:lsid:globalbioticinteractions.org:dataset:millerse/Plant-Pollinator-Web	hash://md5/3197d1bf67b96bc35f6597e3e071de29
urn:lsid:globalbioticinteractions.org:dataset:millerse/PLANT-SEED-DISPERSER-WEBS	hash://md5/19c77245bb4147a98930b2797ccb8da9
urn:lsid:globalbioticinteractions.org:dataset:millerse/Pollination-Collection	hash://md5/f8f7618ed4fdb96958b8ce109faa3111
urn:lsid:globalbioticinteractions.org:dataset:millerse/Seaweed	hash://md5/0fe05196789065d5615ac1a0e21b073d
urn:lsid:globalbioticinteractions.org:dataset:millerse/Serengeti	hash://md5/e32de13403fc3c3a8a6609dad0b12ba2
urn:lsid:globalbioticinteractions.org:dataset:millerse/Seton-1929	hash://md5/42a0a083e4b3faf0dffb365e1e4f09cc
urn:lsid:globalbioticinteractions.org:dataset:millerse/Smithsonian-Repository-Interactions	hash://md5/d770d9e31e755e9131cd8c2db2e547a6
urn:lsid:globalbioticinteractions.org:dataset:millerse/The-Butterflies-of-North-America	hash://md5/96b6d1dc5048d75c385d6602aa2ed551
urn:lsid:globalbioticinteractions.org:dataset:millerse/US-National-Parasite-Collection	hash://md5/5507b1a9e85eb7257745711a26af01f7
urn:lsid:globalbioticinteractions.org:dataset:millerse/Wardeh-et-al.-2015	hash://md5/cbcba6d9dd578040f217c743b846940a
urn:lsid:globalbioticinteractions.org:dataset:millerse/Weidinger-et-al.-2009	hash://md5/e4a23fd784b200d82b5df50c2ce04b82
urn:lsid:globalbioticinteractions.org:dataset:millerse/Wenzel-Tipton-Classified-List-of-Hosts-and-Parasites	hash://md5/811e690e170b584168b73e98cc0f7513
urn:lsid:globalbioticinteractions.org:dataset:millerse/Wharton-and-Marsh-1978.-New-World-Opiinae	hash://md5/ca90aed694ac229c99a5fd957e881ffb
urn:lsid:globalbioticinteractions.org:dataset:millerse/Zika-Virus	hash://md5/e558d71be645b7fad4f14099dfbc8567
urn:lsid:globalbioticinteractions.org:dataset:NASUA/ZalophusPredatoryInteractions	hash://md5/42d22016150d48bb72fd5ce382835940
urn:lsid:globalbioticinteractions.org:dataset:NatalyaZapata/BatFly_Interactions	hash://md5/c56b785365b8338b586a31a2c8886069
urn:lsid:globalbioticinteractions.org:dataset:ninacourlee/Andromeda-polifolia-fungal-consortia	hash://md5/792aff924d979ab99aea5d22a76bef68
urn:lsid:globalbioticinteractions.org:dataset:osmiddleton/CarniDIET-Database	hash://md5/ddf9e61341c3d6691c4e9126208be5ce
urn:lsid:globalbioticinteractions.org:dataset:ParasiteTracker/tick-interaction-database	hash://md5/dc4381a8b49676bedb282d226fe6fcdf
urn:lsid:globalbioticinteractions.org:dataset:ParasiteTracker/vampire-moth-dwca	hash://md5/e82a9dbde223519d68d6061c317fc618
urn:lsid:globalbioticinteractions.org:dataset:ParasiteTracker/vampire-moths-and-their-fruit-piercing-relatives-Occurrence-Records	hash://md5/1289abe97d35687a9ddc2291a2391e93
urn:lsid:globalbioticinteractions.org:dataset:pedroj/FRUBASE	hash://md5/8151419213f740738cb0d617593e877f
urn:lsid:globalbioticinteractions.org:dataset:pensoft/pensoft-interaction-tables	hash://md5/214a21ac0f8ee1f2a10c4a8e47367d6b
urn:lsid:globalbioticinteractions.org:dataset:PHI-base/data	hash://md5/9aacec0e24d92d696b89c94e97e291be
urn:lsid:globalbioticinteractions.org:dataset:qgroom/bat-co-roosting-database	hash://md5/61b5a065c5a037d0430137f07bedf484
urn:lsid:globalbioticinteractions.org:dataset:qgroom/batinterations	hash://md5/f77a2d6c587d346393d871d7c1e36175
urn:lsid:globalbioticinteractions.org:dataset:qgroom/bedbugs	hash://md5/3edfaf9098667f3b24b60f38c59d3acb
urn:lsid:globalbioticinteractions.org:dataset:qgroom/iguana	hash://md5/0e1bff73aab0ef5abe460ed68cbcba3f
urn:lsid:globalbioticinteractions.org:dataset:qgroom/refuteINAT	hash://md5/0c1669d25ca8e262687dd6274ee950e1
urn:lsid:globalbioticinteractions.org:dataset:qgroom/Sceliphron	hash://md5/749a0d6d3fd67ae0e4d7b4618524d7b6
urn:lsid:globalbioticinteractions.org:dataset:qgroom/Vespa-velutina	hash://md5/8cb1df7a26cdb397e8e50e53d58d4d53
urn:lsid:globalbioticinteractions.org:dataset:ramalok/PIDA	hash://md5/1b59be9fd9a1d17fbef91fb8380ab476
urn:lsid:globalbioticinteractions.org:dataset:SabinaVlad/iguanas-interactions	hash://md5/c4a8376c5c19f8e22769ec4662e43e7b
urn:lsid:globalbioticinteractions.org:dataset:SabinaVlad/iguana	hash://md5/2a6dcfbeeade96121fb40420f1669d92
urn:lsid:globalbioticinteractions.org:dataset:seltmann/ParasiteTracker-Globi	hash://md5/fd47cf979eb718bb5515fc1b7b5d78b8
urn:lsid:globalbioticinteractions.org:dataset:seltmann/taxonomy-darwin-core	hash://md5/3838a98f3ce04efa9149794cdd22acbe
urn:lsid:globalbioticinteractions.org:dataset:seltmann/vampire-moth-globi	hash://md5/cc6476956f9920ccf0a7a195141d84c6
urn:lsid:globalbioticinteractions.org:dataset:seltmann/vampire-moths-and-their-fruit-piercing-relatives	hash://md5/a8868e1434e06e91d1842274dff985c3
urn:lsid:globalbioticinteractions.org:dataset:SimoneLioy/Vespa-velutina-interactions	hash://md5/0f3dc2a2557302e7b24ecdd2cfb600b9
urn:lsid:globalbioticinteractions.org:dataset:SternerLab/sterner2023	hash://md5/8c6225e50d09d82532bb168bca1a146d
urn:lsid:globalbioticinteractions.org:dataset:SternerLab/SternerLab-MammalVirusData	hash://md5/db28aa6c428c598465e698eadb426110
urn:lsid:globalbioticinteractions.org:dataset:taddallas/EDWIP	hash://md5/f19c23cd27b12b2b8b5652023f3f470e
urn:lsid:globalbioticinteractions.org:dataset:teleaslamellatus/Aphanogmus-odiorniensis	hash://md5/09583f7f7da69ccf7d2e75e973b92b80
urn:lsid:globalbioticinteractions.org:dataset:thebateslab/mycoportal	hash://md5/95e82bd27ef270e6e550ea6746a28d3c
urn:lsid:globalbioticinteractions.org:dataset:theptin/Thamnophis-GloBI	hash://md5/553c7afc2d023c40902b3f4943e43335
urn:lsid:globalbioticinteractions.org:dataset:tkarim/izinteractions	hash://md5/f7f9257902be16799d105ab299fde2a9
urn:lsid:globalbioticinteractions.org:dataset:tkarim/paleo-interactions-test	hash://md5/e13729dcdc1b9d9b24dd850cf0b38e36
urn:lsid:globalbioticinteractions.org:dataset:trias-project/eu-species-of-concern-interactions	hash://md5/bb16940c708e3724acb07a2996767f9c
urn:lsid:globalbioticinteractions.org:dataset:zedomel/ballantyne2015	hash://md5/318ddd8ca9b597e7cb2427414d1225b6
urn:lsid:globalbioticinteractions.org:dataset:zedomel/bartomeus2008	hash://md5/150823b1cc32249152cc42544595d26e
urn:lsid:globalbioticinteractions.org:dataset:zedomel/caradonna2020	hash://md5/836fe24bd43b3932181d19d7043ed15c
urn:lsid:globalbioticinteractions.org:dataset:zedomel/magrach2017	hash://md5/621b18a83af49982c14fd02c69df288b
urn:lsid:globalbioticinteractions.org:dataset:zedomel/olito2015	hash://md5/b450b75e76672e6720afe7b7bf91f86a
urn:lsid:globalbioticinteractions.org:dataset:zedomel/portalier2018	hash://md5/2ae0ab44b20b83edcacf3c94b6151d01
urn:lsid:globalbioticinteractions.org:dataset:zedomel/redhead2018	hash://md5/cb24f82df9eabdfdf53ee598467ddb16
urn:lsid:globalbioticinteractions.org:dataset:zedomel/udy2020	hash://md5/a5fb30fce67a5387fa78583178d5283c
urn:lsid:globalbioticinteractions.org:dataset:ZekeMarshall/ZMBioticInteractions	hash://md5/b73dbdf3ac6c0e95176749f1c11fde06
